#{"t_start": 1618253494.2781935, "env_id": null}
r,l,t
1.119048,6,175.476858
1.285714,13,175.712228
-9.738095,12,175.918314
1.166667,8,176.070937
-0.857143,7,176.200645
-9.809524,9,176.356195
-9.714286,13,176.57162
-9.785714,10,176.74618
-9.785714,10,176.918691
-9.761905,11,177.118622
1.190476,9,177.274202
1.166667,8,177.429914
1.095238,5,177.529656
1.142857,7,177.660544
-0.857143,7,177.805159
1.190476,9,177.968871
1.190476,9,178.128416
1.142857,7,178.259618
-0.809524,9,178.429213
1.190476,9,178.583805
1.190476,9,178.747362
1.190476,9,178.922337
-0.833333,8,179.082919
-9.809524,9,179.233516
-9.761905,11,179.433009
1.190476,9,179.598567
-0.880952,6,179.736595
-9.833333,8,179.876201
-9.738095,12,180.092054
-0.857143,7,180.217745
1.238095,11,180.420722
1.214286,10,180.603255
1.142857,7,180.737898
-9.738095,12,180.941354
1.214286,10,181.126846
1.238095,11,181.32333
1.190476,9,181.49195
1.119048,6,181.603948
-0.833333,8,181.760496
1.095238,5,181.860229
-9.714286,13,182.085332
-0.857143,7,182.222034
1.261905,12,182.426539
-9.833333,8,182.571156
1.238095,11,182.765611
1.190476,9,182.931846
-9.809524,9,183.09624
1.142857,7,183.23431
-9.738095,12,183.438743
1.119048,6,183.559432
-0.785714,10,183.743949
-0.833333,8,183.890557
-9.880952,6,183.999256
1.142857,7,184.13867
1.142857,7,184.262714
-0.833333,8,184.419295
1.071429,4,184.501076
1.166667,8,184.642697
-9.738095,12,184.855326
-0.809524,9,185.016926
-9.761905,11,185.217383
-0.761905,11,185.421139
-9.714286,13,185.638919
1.190476,9,185.802544
1.142857,7,185.937537
1.238095,11,186.137028
1.119048,6,186.25504
-0.833333,8,186.416607
-0.809524,9,186.57618
1.190476,9,186.743378
