#{"t_start": 1618295649.2165358, "env_id": null}
r,l,t
-0.904762,5,84.622231
-0.880952,6,84.981272
-0.904762,5,85.303439
1.142857,7,85.690374
1.214286,10,86.243254
1.071429,4,86.448718
1.071429,4,86.65216
-0.857143,7,87.071042
-0.904762,5,87.394208
1.071429,4,87.597632
-0.857143,7,88.015542
-0.857143,7,88.444397
-0.880952,6,88.794434
1.071429,4,88.997284
-0.928571,4,89.242655
1.095238,5,89.514905
-0.880952,6,89.898874
-0.928571,4,90.166187
-0.761905,11,90.882243
-0.857143,7,91.287054
-0.833333,8,91.76877
-0.857143,7,92.20557
-0.833333,8,92.698252
-0.857143,7,93.116164
-0.785714,10,93.702759
-0.809524,9,94.262265
-0.928571,4,94.514622
1.071429,4,94.709068
-0.785714,10,95.322021
-0.857143,7,95.742895
-0.833333,8,96.237545
-0.904762,5,96.560704
1.190476,9,97.041422
-0.904762,5,97.336636
-0.880952,6,97.701078
1.071429,4,97.896523
1.071429,4,98.091038
-0.833333,8,98.570619
-0.857143,7,99.00604
-0.857143,7,99.416911
-0.880952,6,99.767001
-0.809524,9,100.292569
-0.809524,9,100.819383
-0.857143,7,101.25123
1.214286,10,101.790786
1.071429,4,102.017206
-0.880952,6,102.424556
-0.833333,8,102.922225
-0.928571,4,103.164576
1.166667,8,103.616397
-0.785714,10,104.215765
-0.904762,5,104.532917
-0.880952,6,104.901929
1.071429,4,105.126355
-0.904762,5,105.437528
-0.904762,5,105.747688
1.071429,4,105.95711
-0.904762,5,106.301188
-0.833333,8,106.770958
1.214286,10,107.322457
1.071429,4,107.522927
-0.857143,7,107.952805
-0.785714,10,108.552201
-0.809524,9,109.080756
1.214286,10,109.612677
-0.761905,11,110.376011
1.071429,4,110.582425
1.071429,4,110.783911
-0.857143,7,111.195784
-0.833333,8,111.654585
-0.833333,8,112.156245
-0.880952,6,112.530226
1.071429,4,112.738684
-0.833333,8,113.321101
1.071429,4,113.567443
-0.857143,7,114.022254
1.214286,10,114.643565
-0.833333,8,115.306792
1.095238,5,115.595021
-0.761905,11,116.388899
-0.880952,6,116.781847
-0.809524,9,117.327415
-0.809524,9,117.884897
-0.833333,8,118.390545
-0.904762,5,118.711688
1.071429,4,118.917167
-0.904762,5,119.221324
1.071429,4,119.408822
-0.880952,6,119.758886
-0.904762,5,120.056118
-0.809524,9,120.584677
-0.833333,8,121.055651
-0.785714,10,121.662001
-0.761905,11,122.313259
-0.928571,4,122.555641
-0.880952,6,122.905371
-0.833333,8,123.358161
-0.928571,4,123.591537
-0.928571,4,123.831895
-0.928571,4,124.087211
-0.857143,7,124.498113
-0.809524,9,125.006752
-0.809524,9,125.542003
-0.880952,6,125.896057
1.238095,11,126.518413
-0.857143,7,126.937273
-0.904762,5,127.24049
1.190476,9,127.767088
-0.928571,4,128.129086
-0.880952,6,128.617779
-0.833333,8,129.187255
-0.904762,5,129.512388
1.142857,7,129.913345
1.142857,7,130.298287
-0.857143,7,134.575473
1.071429,4,134.777173
-0.857143,7,135.237941
-0.880952,6,135.654826
1.071429,4,135.888227
-0.809524,9,136.498603
-0.904762,5,136.90249
-0.857143,7,137.368244
-0.857143,7,137.814083
-0.857143,7,138.252887
-0.928571,4,138.532162
-0.785714,10,139.113579
-0.928571,4,139.377905
-0.904762,5,139.688041
-0.809524,9,140.260511
-0.904762,5,140.592621
-0.880952,6,140.980586
-0.904762,5,141.308709
-0.857143,7,141.78646
1.071429,4,142.020803
-0.809524,9,142.578325
1.071429,4,142.80773
-0.904762,5,143.115909
-0.928571,4,143.372223
-0.785714,10,144.004531
-0.880952,6,144.386477
-0.857143,7,144.827298
1.190476,9,145.354919
-0.904762,5,145.684009
-0.880952,6,146.075959
-0.880952,6,146.455976
-0.928571,4,146.719273
-0.904762,5,147.141111
-0.833333,8,147.909058
-0.880952,6,148.519425
1.166667,8,149.173676
-0.857143,7,149.757115
1.071429,4,150.059308
-0.785714,10,150.955909
-0.833333,8,151.632102
1.071429,4,151.915344
-0.928571,4,152.189611
1.071429,4,152.465872
1.071429,4,152.764076
-0.857143,7,153.267758
-0.809524,9,153.901036
-0.738095,12,154.729818
-0.857143,7,155.180613
-0.857143,7,155.609466
1.071429,4,155.819903
-0.904762,5,156.15401
1.071429,4,156.370434
-0.785714,10,156.966868
-0.857143,7,157.437608
-0.928571,4,157.688904
-0.857143,7,158.13175
1.071429,4,158.33418
-0.833333,8,158.850799
-0.904762,5,159.184904
-0.904762,5,159.492082
-0.880952,6,159.905976
-0.833333,8,160.420633
-0.904762,5,160.739779
1.071429,4,160.96617
-0.857143,7,161.434889
1.142857,7,161.829889
-0.785714,10,162.466166
-0.857143,7,162.91496
-0.857143,7,163.340792
-0.857143,7,163.796575
-0.880952,6,164.21246
-0.809524,9,164.826818
-0.904762,5,165.169901
-0.857143,7,165.684524
-0.785714,10,166.42559
-0.761905,11,167.166593
-0.833333,8,167.727965
-0.904762,5,168.055087
-0.904762,5,168.404182
-0.880952,6,168.79112
-0.880952,6,169.166756
-0.714286,13,169.969609
1.142857,7,170.392863
-0.833333,8,170.907573
1.071429,4,171.121992
-0.857143,7,171.599716
-0.880952,6,171.985725
-0.880952,6,172.37382
-0.809524,9,172.937316
-0.928571,4,173.188611
-0.857143,7,173.663881
-0.880952,6,174.064285
-0.928571,4,174.328581
-0.928571,4,174.616808
-0.761905,11,175.324452
-0.880952,6,175.727855
-0.857143,7,176.182671
-0.880952,6,176.570629
1.238095,11,177.207897
1.071429,4,177.422325
1.071429,4,177.657694
1.071429,4,177.871156
-0.880952,6,178.251107
-0.857143,7,178.685946
-0.833333,8,179.194619
1.071429,4,179.409048
-0.809524,9,179.971507
-0.904762,5,180.301624
-0.904762,5,180.634768
-0.761905,11,181.321896
-0.809524,9,181.853507
-0.904762,5,182.196588
-0.880952,6,182.609455
-0.761905,11,183.362441
-0.761905,11,184.065558
-0.880952,6,184.447569
-0.904762,5,184.773698
-0.928571,4,185.031975
-0.880952,6,185.412956
-0.833333,8,185.920598
-0.857143,7,186.416274
-0.928571,4,186.714506
-0.857143,7,187.180257
-0.761905,11,187.898312
-0.833333,8,188.440859
-0.904762,5,188.790923
-0.833333,8,189.317515
-0.880952,6,189.708469
-0.761905,11,190.405607
-0.833333,8,190.940176
-0.880952,6,191.347099
1.071429,4,191.633323
-0.904762,5,191.957455
-0.714286,13,192.806185
1.071429,4,193.052528
-0.809524,9,193.635968
-0.785714,10,194.398945
-0.880952,6,194.822846
-0.857143,7,195.322477
-0.833333,8,195.838117
1.166667,8,196.31883
-0.809524,9,196.926756
1.071429,4,197.135445
-0.880952,6,197.557842
-0.880952,6,197.943811
-0.833333,8,198.440484
-0.880952,6,198.82246
-0.833333,8,199.311195
1.071429,4,199.52061
-0.880952,6,199.901624
1.071429,4,200.137467
-0.904762,5,200.495492
-0.857143,7,200.964423
1.071429,4,201.183344
-0.928571,4,201.450665
-0.904762,5,201.805713
-0.880952,6,202.250523
1.071429,4,202.485861
1.071429,4,202.716246
-0.809524,9,203.316677
-0.904762,5,203.668698
1.071429,4,203.883126
-0.880952,6,204.284053
1.071429,4,204.508454
-0.904762,5,204.847546
1.071429,4,205.079926
1.238095,11,205.703285
-0.809524,9,206.31562
1.071429,4,206.553018
1.071429,4,206.791363
-0.904762,5,207.17233
1.071429,4,207.405706
-0.833333,8,207.945264
-0.857143,7,208.486815
-0.857143,7,209.019391
-0.761905,11,209.803295
1.142857,7,210.22417
1.071429,4,210.439594
1.071429,4,210.671973
-0.833333,8,211.19358
-0.785714,10,211.891711
-0.809524,9,212.488116
-0.880952,6,212.913977
-0.904762,5,213.263052
1.071429,4,213.523347
-0.880952,6,213.940232
1.142857,7,214.366093
-0.880952,6,214.773006
-0.809524,9,215.340487
-0.785714,10,216.018208
-0.880952,6,216.426119
-0.880952,6,216.811088
-0.833333,8,217.345295
-0.833333,8,217.872883
-0.809524,9,218.436378
1.071429,4,218.652797
1.071429,4,218.87877
-0.928571,4,219.143061
-0.880952,6,219.520053
-0.857143,7,219.984811
-0.880952,6,220.387733
-0.833333,8,220.918314
1.071429,4,221.153705
-0.928571,4,221.423962
1.071429,4,221.639385
-0.857143,7,222.094198
1.071429,4,222.31558
-0.880952,6,222.775356
1.261905,12,223.542304
1.071429,4,223.806591
-0.928571,4,224.097812
-0.833333,8,224.641359
-0.857143,7,225.105118
-0.880952,6,225.565765
-0.857143,7,226.020545
-0.880952,6,226.415487
-0.833333,8,226.924182
-0.880952,6,227.310149
1.142857,7,227.703099
1.071429,4,227.933482
1.071429,4,228.153893
-0.880952,6,228.536869
-0.880952,6,228.946773
-0.904762,5,229.259935
-0.857143,7,229.713722
1.071429,4,229.929146
-0.904762,5,230.258004
-0.880952,6,230.649953
-0.928571,4,230.917238
-0.809524,9,231.519626
-0.809524,9,232.110063
-0.857143,7,232.601734
-0.857143,7,233.05951
-0.857143,7,233.549218
1.071429,4,233.79255
1.071429,4,234.00897
1.071429,4,234.237359
-0.809524,9,234.835763
-0.833333,8,235.354373
-0.904762,5,235.678537
-0.809524,9,236.262942
-0.928571,4,236.528234
1.214286,10,237.129624
1.071429,4,237.34505
-0.904762,5,237.674168
-0.857143,7,238.130947
-0.833333,8,238.660533
-0.880952,6,239.061458
-0.809524,9,239.644901
-0.904762,5,240.00793
-0.833333,8,240.483688
-0.880952,6,240.866632
-0.928571,4,241.160844
-0.857143,7,241.5927
-0.904762,5,241.903859
-0.904762,5,242.224003
-0.880952,6,242.598999
1.071429,4,242.815421
-0.785714,10,243.445736
1.071429,4,243.6831
1.071429,4,243.920466
-0.904762,5,244.21767
-0.904762,5,244.552806
-0.904762,5,244.871922
-0.880952,6,245.267864
-0.904762,5,245.58701
-0.785714,10,246.23727
1.071429,4,246.459682
-0.904762,5,246.784805
-0.857143,7,247.264524
-0.904762,5,247.592646
1.071429,4,247.791116
-0.880952,6,248.20401
-0.880952,6,248.573025
-0.880952,6,248.95201
1.071429,4,249.168433
-0.904762,5,249.527471
-0.880952,6,249.98126
-0.880952,6,250.457984
1.071429,4,250.728261
-0.857143,7,251.211004
-0.833333,8,251.709638
1.166667,8,252.178383
-0.928571,4,252.447691
-0.857143,7,252.931369
-0.880952,6,253.303374
-0.880952,6,253.69536
1.071429,4,253.915738
-0.857143,7,254.388474
-0.928571,4,254.671715
1.214286,10,255.286268
-0.857143,7,255.779983
-0.904762,5,256.142979
1.071429,4,256.382338
-0.857143,7,256.852109
-0.880952,6,257.241594
1.071429,4,257.461006
-0.809524,9,258.008787
-0.809524,9,258.565297
-0.809524,9,259.276394
-0.904762,5,259.72719
-0.857143,7,260.238821
-0.809524,9,260.921994
1.285714,13,261.761749
-0.904762,5,262.134752
-0.833333,8,262.693257
-0.809524,9,263.277694
1.071429,4,263.510074
-0.809524,9,264.11346
-0.857143,7,264.575225
1.190476,9,265.14171
-0.857143,7,265.651347
-0.880952,6,266.068237
-0.928571,4,266.339507
-0.809524,9,267.008718
-0.833333,8,267.526334
-0.833333,8,268.039961
-0.904762,5,268.360104
-0.809524,9,273.104274
1.071429,4,273.454338
1.071429,4,273.801409
-0.833333,8,274.616231
-0.904762,5,275.136839
-0.928571,4,275.559708
-0.904762,5,276.076326
-0.857143,7,276.792411
1.119048,6,277.324987
-0.904762,5,277.848587
-0.857143,7,278.56168
1.071429,4,278.905761
-0.880952,6,279.523109
-0.904762,5,280.035738
-0.928571,4,280.440656
-0.880952,6,281.011131
-0.833333,8,281.66937
-0.857143,7,282.214911
-0.880952,6,282.67967
-0.833333,8,283.266101
-0.857143,7,283.716895
-0.928571,4,284.016097
-0.857143,7,284.498804
-0.833333,8,285.09122
1.095238,5,285.360501
1.071429,4,285.591881
1.071429,4,285.792347
-0.738095,12,286.59324
-0.880952,6,286.990157
1.071429,4,287.198585
1.071429,4,287.410019
-0.833333,8,287.896721
-0.833333,8,288.408351
-0.809524,9,288.95093
-0.880952,6,289.311934
-0.880952,6,289.667012
-0.809524,9,290.185626
1.071429,4,290.395067
1.071429,4,290.597496
-0.785714,10,291.187917
1.190476,9,291.67462
-0.857143,7,292.10347
-0.928571,4,292.351804
-0.785714,10,292.928263
-0.833333,8,293.432913
-0.809524,9,293.98444
-0.857143,7,294.454184
1.071429,4,294.651654
-0.857143,7,295.085495
-0.809524,9,295.600145
-0.880952,6,295.961153
-0.880952,6,296.329195
1.238095,11,296.930735
-0.857143,7,297.355348
-0.738095,12,298.062444
-0.857143,7,298.481326
-0.738095,12,299.187436
-0.880952,6,299.542499
-0.809524,9,300.078054
-0.928571,4,300.322401
1.071429,4,300.527884
1.071429,4,300.733302
-0.928571,4,300.993835
-0.785714,10,301.621154
-0.857143,7,302.047445
-0.880952,6,302.448195
-0.857143,7,302.866939
-0.880952,6,303.22219
-0.857143,7,303.62614
1.214286,10,304.180654
1.071429,4,304.384112
-0.809524,9,304.909677
1.071429,4,305.115146
1.071429,4,305.304621
-0.833333,8,305.770402
1.071429,4,305.968694
-0.833333,8,306.456393
-0.904762,5,306.761606
1.071429,4,306.96104
-0.833333,8,307.432781
-0.880952,6,307.800797
-0.833333,8,308.273562
1.071429,4,308.481003
-0.904762,5,308.784166
1.071429,4,308.997594
-0.857143,7,309.409493
-0.904762,5,309.702963
-0.857143,7,310.115834
-0.880952,6,310.478846
-0.785714,10,311.078234
-0.880952,6,311.435279
-0.880952,6,311.794347
1.071429,4,312.000767
-0.880952,6,312.365805
1.071429,4,312.562265
1.071429,4,312.762757
-0.904762,5,313.069937
-0.904762,5,313.377087
-0.928571,4,313.625448
1.071429,4,313.830901
-0.857143,7,314.244598
-0.761905,11,314.90384
-0.857143,7,315.324741
1.071429,4,315.528166
-0.833333,8,315.995185
-0.880952,6,316.361205
-0.904762,5,316.67138
-0.904762,5,316.981577
-0.857143,7,317.402137
-0.857143,7,317.818024
-0.904762,5,318.131187
-0.809524,9,318.664787
-0.904762,5,318.968947
-0.904762,5,319.279117
-0.880952,6,319.64813
1.071429,4,319.848594
-0.857143,7,320.279442
-0.857143,7,320.702311
-0.809524,9,321.229901
1.071429,4,321.429398
-0.880952,6,321.797384
-0.738095,12,322.532418
-0.880952,6,322.897441
-0.761905,11,323.547704
-0.857143,7,323.963591
-0.928571,4,324.214918
-0.857143,7,324.636178
-0.857143,7,325.063037
-0.857143,7,325.478307
-0.880952,6,325.851311
-0.880952,6,326.215337
-0.928571,4,326.472649
-0.833333,8,326.94541
1.071429,4,327.154825
-0.809524,9,327.686368
1.071429,4,327.892784
1.071429,4,328.106452
1.071429,4,328.308912
-0.809524,9,328.842298
-0.809524,9,329.402815
1.071429,4,329.597301
1.071429,4,329.798753
-0.928571,4,330.06302
-0.880952,6,330.435052
1.071429,4,330.633493
1.190476,9,331.118526
-0.857143,7,331.541375
-0.928571,4,331.777773
1.190476,9,332.265465
-0.880952,6,332.624479
-0.880952,6,332.992495
1.071429,4,333.188001
-0.833333,8,333.662703
1.071429,4,333.85918
-0.880952,6,334.250595
-0.833333,8,334.725326
1.071429,4,334.9348
1.071429,4,335.13523
-0.880952,6,335.485113
-0.833333,8,335.950867
-0.857143,7,336.369747
-0.738095,12,337.074863
1.071429,4,337.269367
-0.904762,5,337.566547
1.071429,4,337.774989
1.071429,4,337.975454
-0.857143,7,338.392339
-0.785714,10,338.975778
-0.904762,5,339.278968
-0.785714,10,339.882354
1.071429,4,340.08581
-0.857143,7,340.516658
1.166667,8,340.945764
-0.904762,5,341.25591
-0.785714,10,341.833365
-0.833333,8,342.306385
1.071429,4,342.506437
-0.857143,7,342.917367
-0.809524,9,343.450912
-0.857143,7,343.884752
1.071429,4,344.092197
1.071429,4,344.309629
-0.880952,6,344.692592
-0.928571,4,344.948906
-0.857143,7,345.371775
-0.857143,7,345.789683
-0.809524,9,346.314282
1.071429,4,346.521701
-0.880952,6,346.886005
1.071429,4,347.093425
-0.904762,5,347.407586
-0.857143,7,347.826464
-0.857143,7,348.242352
-0.880952,6,348.615384
-0.880952,6,348.968411
1.071429,4,349.172884
-0.880952,6,349.533899
1.071429,4,349.733377
1.071429,4,349.94081
1.071429,4,350.147285
-0.928571,4,350.399613
-0.928571,4,350.650911
-0.904762,5,350.974049
-0.833333,8,351.452366
1.071429,4,351.656793
-0.833333,8,352.130552
1.071429,4,352.332985
1.071429,4,352.545449
1.166667,8,352.98923
1.071429,4,353.190691
-0.928571,4,353.441023
-0.880952,6,353.814072
-0.738095,12,354.513203
-0.833333,8,354.986945
-0.928571,4,355.224301
1.071429,4,355.424765
1.071429,4,355.638196
-0.880952,6,356.011197
-0.857143,7,356.42509
-0.928571,4,356.677444
-0.880952,6,357.035484
-0.880952,6,357.401663
1.071429,4,357.600104
-0.904762,5,357.917324
-0.738095,12,358.603681
-0.904762,5,358.906894
-0.857143,7,359.32478
-0.880952,6,359.681823
-0.928571,4,359.927139
1.071429,4,360.123621
-0.833333,8,360.597373
-0.928571,4,360.841695
1.071429,4,361.044184
-0.833333,8,361.507943
-0.857143,7,361.943778
-0.880952,6,362.29581
-0.904762,5,362.610968
-0.880952,6,362.970008
-0.880952,6,363.324093
1.071429,4,363.535495
-0.857143,7,363.969336
-0.928571,4,364.209692
-0.904762,5,364.516871
-0.833333,8,364.998608
-0.738095,12,365.686743
1.071429,4,365.893192
-0.833333,8,366.374902
-0.880952,6,366.752919
-0.928571,4,367.019179
-0.857143,7,367.437062
1.071429,4,367.638528
1.071429,4,367.833003
1.238095,11,368.45534
1.071429,4,368.651813
1.071429,4,368.856267
-0.833333,8,369.320386
-0.809524,9,369.852973
1.071429,4,370.051431
1.071429,4,370.256881
-0.904762,5,370.562093
-0.904762,5,370.883234
-0.928571,4,371.138525
-0.809524,9,371.671446
-0.857143,7,372.107276
1.071429,4,372.309759
-0.880952,6,372.666807
1.071429,4,372.874227
-0.833333,8,373.350617
1.071429,4,373.549085
1.071429,4,373.765504
1.071429,4,373.973955
-0.857143,7,374.403797
-0.880952,6,374.788797
-0.857143,7,375.203659
-0.880952,6,375.564693
1.071429,4,375.761195
-0.904762,5,376.076326
-0.738095,12,376.824357
1.071429,4,377.0996
-0.880952,6,377.508525
-0.904762,5,377.836194
1.142857,7,378.305937
1.071429,4,378.527364
-0.857143,7,378.940267
-0.880952,6,379.296316
-0.857143,7,379.714197
-0.809524,9,380.258741
-0.928571,4,380.511042
-0.880952,6,380.882048
1.071429,4,381.085572
1.071429,4,381.279056
1.214286,10,381.829584
-0.928571,4,382.086894
-0.904762,5,382.394104
-0.833333,8,382.878777
-0.809524,9,383.411383
-0.928571,4,383.666672
-0.833333,8,384.153383
-0.904762,5,384.483513
-0.880952,6,384.857488
-0.833333,8,385.340194
-0.857143,7,385.766057
-0.880952,6,386.129113
-0.880952,6,386.510067
-0.833333,8,386.988818
-0.880952,6,387.343838
-0.928571,4,387.594168
1.071429,4,387.794659
1.166667,8,388.236202
-0.880952,6,388.602229
1.214286,10,389.157716
1.071429,4,389.357183
-0.833333,8,389.833907
1.071429,4,390.039358
-0.904762,5,390.34554
1.142857,7,390.725523
1.071429,4,390.932
1.166667,8,391.363835
-0.857143,7,391.781131
-0.857143,7,392.215114
-0.833333,8,392.694804
-0.904762,5,393.023957
1.333333,15,393.822048
-0.857143,7,394.231322
-0.928571,4,394.493618
-0.928571,4,394.754926
-0.785714,10,395.338363
-0.833333,8,395.810165
-0.833333,8,396.282336
-0.809524,9,396.827878
-0.880952,6,397.191933
1.071429,4,400.870399
1.071429,4,401.076871
-0.904762,5,401.385021
1.071429,4,401.586481
-0.761905,11,402.243217
-0.785714,10,402.830619
-0.928571,4,403.08394
-0.833333,8,403.566674
-0.904762,5,403.876818
-0.857143,7,404.294718
-0.904762,5,404.605872
-0.857143,7,405.033726
-0.904762,5,405.343924
-0.880952,6,405.696982
1.071429,4,405.908385
-0.880952,6,406.267426
-0.809524,9,406.821956
-0.857143,7,407.228854
-0.880952,6,407.597867
-0.857143,7,408.013005
-0.880952,6,408.370059
1.071429,4,408.572495
-0.785714,10,409.166892
-0.809524,9,409.695478
1.071429,4,409.909905
-0.880952,6,410.274957
-9.809524,9,410.767628
1.071429,4,410.976055
-0.857143,7,411.402914
1.071429,4,411.609383
-0.904762,5,411.916569
-0.904762,5,412.223717
-0.809524,9,412.749312
-0.857143,7,413.163205
1.071429,4,413.36767
-0.880952,6,413.7267
-0.904762,5,414.024931
-0.904762,5,414.329089
1.071429,4,414.533541
-0.833333,8,415.008745
-0.857143,7,415.415654
-0.833333,8,415.900407
-0.785714,10,416.47986
-0.857143,7,416.900735
1.071429,4,417.099205
1.071429,4,417.296504
1.071429,4,417.491981
-0.833333,8,417.976715
1.071429,4,418.183133
1.214286,10,418.747651
-0.833333,8,419.247317
-0.880952,6,419.612338
1.071429,4,419.812804
-0.880952,6,420.181788
-0.857143,7,420.606653
-0.833333,8,421.082411
-0.928571,4,421.32174
-0.833333,8,421.785506
-0.857143,7,422.21535
-0.833333,8,422.715014
1.071429,4,422.924454
-0.880952,6,423.285488
-0.904762,5,423.577738
1.071429,4,423.776176
-0.904762,5,424.090336
-0.833333,8,424.567061
-0.880952,6,424.929093
-0.904762,5,425.230288
-0.880952,6,425.59757
-0.761905,11,426.238996
-0.809524,9,426.775561
-0.904762,5,427.089838
-0.880952,6,427.451838
-0.928571,4,427.698448
-0.785714,10,428.29087
-0.809524,9,428.825407
-0.904762,5,429.141594
-0.904762,5,429.46198
-0.880952,6,429.833985
-0.928571,4,430.087281
-0.880952,6,430.447317
1.071429,4,430.645807
-0.857143,7,431.065859
1.071429,4,431.259309
-0.809524,9,431.777922
-0.809524,9,432.344438
1.071429,4,432.559852
1.071429,4,432.76431
1.071429,4,432.962754
-0.880952,6,433.32678
-0.857143,7,433.749685
1.071429,4,433.956129
-0.880952,6,434.32511
-0.880952,6,434.693159
-0.904762,5,434.997513
-0.833333,8,435.482246
1.071429,4,435.678692
-0.904762,5,435.99188
1.214286,10,436.542382
-0.857143,7,436.959268
1.071429,4,437.163746
-0.880952,6,437.517
-0.880952,6,437.872326
1.214286,10,438.432856
-0.809524,9,438.961413
1.238095,11,439.546848
-0.928571,4,439.792191
1.071429,4,440.007641
-0.904762,5,440.311117
-0.833333,8,440.802802
1.071429,4,441.007257
-0.785714,10,441.596708
-0.833333,8,442.07344
1.071429,4,442.270877
1.071429,4,442.482341
-0.833333,8,442.955731
1.166667,8,443.375581
-0.857143,7,443.786508
-0.928571,4,444.042796
-0.833333,8,444.548445
-0.857143,7,444.981313
-0.785714,10,445.597666
-0.857143,7,446.036466
-0.833333,8,446.521197
1.238095,11,447.11883
-0.904762,5,447.432989
1.071429,4,447.634001
1.071429,4,447.850421
1.142857,7,448.222455
-0.928571,4,448.470789
-0.904762,5,448.771988
-0.857143,7,449.187844
-0.833333,8,449.648621
1.071429,4,449.844089
1.071429,4,450.050539
